# Start: (-5.45, 0.04, 0.00)
# End:   (6.07, 0.00, 0.00)
0.000000	0.000000
0.025045	0.000000
0.050090	0.000000
0.075135	0.000000
0.100180	0.000000
0.125225	0.000000
0.150270	0.000000
0.175315	0.000000
0.200360	0.000000
0.225405	0.000000
0.250450	0.000000
0.275495	0.000000
0.300540	0.000000
0.325585	0.000000
0.350629	0.350741
0.375674	7.475772
0.400719	14.600803
0.425764	21.725834
0.450809	28.850864
0.475854	35.975895
0.500899	43.100926
0.525944	50.225957
0.550989	57.350987
0.576034	64.476018
0.601079	71.276864
0.626124	73.572230
0.651169	75.867595
0.676214	78.162961
0.701259	80.458327
0.726304	82.753692
0.751349	85.049058
0.776394	87.344424
0.801439	89.639790
0.826484	91.935155
0.851529	94.137053
0.876574	95.333060
0.901619	96.529066
0.926664	97.725073
0.951709	98.921079
0.976754	100.117086
1.001799	101.313091
1.026844	102.509097
1.051888	103.705102
1.076933	104.901108
1.101978	106.035790
1.127023	106.635957
1.152068	107.236125
1.177113	107.836293
1.202158	108.436461
1.227203	109.036629
1.252248	109.636797
1.277293	110.236966
1.302338	110.837135
1.327383	111.437304
1.352428	111.999408
1.377473	112.284502
1.402518	112.569597
1.427563	112.854692
1.452608	113.139787
1.477653	113.424881
1.502698	113.709976
1.527743	113.995071
1.552788	114.280166
1.577833	114.565260
1.602878	114.822579
1.627923	114.907433
1.652968	114.992287
1.678013	115.077140
1.703058	115.161994
1.728103	115.246848
1.753147	115.331701
1.778192	115.416555
1.803237	115.501409
1.828282	115.586263
1.853327	115.655048
1.878372	115.637298
1.903417	115.619549
1.928462	115.601799
1.953507	115.584049
1.978552	115.566300
2.003597	115.548550
2.028642	115.530801
2.053687	115.513051
2.078732	115.495302
2.103777	115.468258
2.128822	115.397250
2.153867	115.326241
2.178912	115.255233
2.203957	115.184225
2.229002	115.113216
2.254047	115.042208
2.279092	114.971199
2.304137	114.900191
2.329182	114.829182
2.354227	114.750864
2.379272	114.641864
2.404317	114.532863
2.429362	114.423863
2.454406	114.314862
2.479451	114.205862
2.504496	114.096861
2.529541	113.987861
2.554586	113.878861
2.579631	113.769860
2.604676	113.638131
2.629721	113.421055
2.654766	113.203979
2.679811	112.986902
2.704856	112.769825
2.729901	112.552748
2.754946	112.335670
2.779991	112.118593
2.805036	111.901515
2.830081	111.684437
2.855126	111.463051
2.880171	111.227097
2.905216	110.991143
2.930261	110.755189
2.955306	110.519236
2.980351	110.283283
3.005396	110.047330
3.030441	109.811378
3.055486	109.575425
3.080531	109.339473
3.105576	109.132667
3.130620	109.015147
3.155665	108.897627
3.180710	108.780107
3.205755	108.662587
3.230800	108.545068
3.255845	108.427548
3.280890	108.310028
3.305935	108.192508
3.330980	108.074988
3.356025	107.973119
3.381070	107.914885
3.406115	107.856650
3.431160	107.798416
3.456205	107.740181
3.481250	107.681947
3.506295	107.623712
3.531340	107.565478
3.556385	107.507243
3.581430	107.449008
3.606475	107.390478
3.631520	107.331192
3.656565	107.271907
3.681610	107.212622
3.706655	107.153337
3.731700	107.094051
3.756745	107.034766
3.781790	106.975481
3.806835	106.916195
3.831879	106.856910
3.856924	106.797409
3.881969	106.737402
3.907014	106.677396
3.932059	106.617389
3.957104	106.557383
3.982149	106.497377
4.007194	106.437370
4.032239	106.377364
4.057284	106.317357
4.082329	106.257351
4.107374	106.197119
4.132419	106.136402
4.157464	106.075684
4.182509	106.014967
4.207554	105.954250
4.232599	105.893533
4.257644	105.832816
4.282689	105.772098
4.307734	105.711381
4.332779	105.650664
4.357824	105.589712
4.382869	105.528294
4.407914	105.466876
4.432959	105.405459
4.458004	105.344041
4.483049	105.282623
4.508094	105.221206
4.533138	105.159788
4.558183	105.098370
4.583228	105.036952
4.608273	104.975407
4.633318	104.913629
4.658363	104.851851
4.683408	104.790073
4.708453	104.728294
4.733498	104.666516
4.758543	104.604738
4.783588	104.542959
4.808633	104.481181
4.833678	104.419403
4.858723	104.357495
4.883768	104.295366
4.908813	104.233238
4.933858	104.171109
4.958903	104.108981
4.983948	104.046852
5.008993	103.984724
5.034038	103.922595
5.059083	103.860467
5.084128	103.798338
5.109173	103.736205
5.134218	103.674067
5.159263	103.611928
5.184308	103.549789
5.209353	103.487650
5.234397	103.425511
5.259442	103.363373
5.284487	103.301234
5.309532	103.239095
5.334577	103.176956
5.359622	103.114740
5.384667	103.052411
5.409712	102.990082
5.434757	102.927753
5.459802	102.865425
5.484847	102.803097
5.509892	102.740769
5.534937	102.678441
5.559982	102.616114
5.585027	102.553787
5.610072	102.491694
5.635117	102.429917
5.660162	102.368140
5.685207	102.306363
5.710252	102.244586
5.735297	102.182808
5.760342	102.121031
5.785387	102.059254
5.810432	101.997477
5.835477	101.935700
5.860522	101.874238
5.885567	101.813172
5.910611	101.752106
5.935656	101.691039
5.960701	101.629973
5.985746	101.568907
6.010791	101.507841
6.035836	101.446774
6.060881	101.385708
6.085926	101.324642
6.110971	101.263903
6.136016	101.203548
6.161061	101.143192
6.186106	101.082837
6.211151	101.022481
6.236196	100.962126
6.261241	100.901771
6.286286	100.841415
6.311331	100.781060
6.336376	100.720704
6.361421	100.660951
6.386466	100.601852
6.411511	100.542753
6.436556	100.483654
6.461601	100.424554
6.486646	100.365455
6.511691	100.306355
6.536736	100.247255
6.561781	100.188154
6.586826	100.129054
6.611870	100.070645
6.636915	100.012937
6.661960	99.955229
6.687005	99.897522
6.712050	99.839814
6.737095	99.782108
6.762140	99.724401
6.787185	99.666694
6.812230	99.608988
6.837275	99.551282
6.862320	99.494321
6.887365	99.438064
6.912410	99.381805
6.937455	99.325547
6.962500	99.269288
6.987545	99.213030
7.012590	99.156771
7.037635	99.100511
7.062680	99.044252
7.087725	98.987992
7.112770	98.932573
7.137815	98.877892
7.162860	98.823212
7.187905	98.768531
7.212950	98.713851
7.237995	98.659170
7.263040	98.604490
